Instance,Mean Reward
1110,1294.3333333333333
1111,1368.1333333333334
1112,1424.2666666666667
1113,1205.4
1114,1226.9
1115,1276.4333333333334
1116,1471.7666666666667
1117,1378.2333333333333
1118,1316.9333333333334
1119,1182.3
1120,1324.8
1121,1333.3
1122,1603.6
1123,1253.4333333333334
1124,1623.7666666666667
1125,1561.5
1126,1294.9333333333334
1127,1364.2
1128,1172.9666666666667
1129,1349.5666666666666
1130,1386.4666666666667
1131,1545.5333333333333
1132,1426.3333333333333
1133,1583.3
1134,1171.0
1135,1559.8333333333333
1136,1203.0333333333333
1137,1399.4
1138,1111.7333333333333
1139,1452.8
1140,1169.9666666666667
1141,1242.5
1142,1295.0666666666666
1143,1439.7
1144,1209.7
1145,1381.1
1146,1400.3
1147,1431.7333333333333
1148,1439.7333333333333
1149,1300.5666666666666
