Instance,Mean Reward
1110,-80.0
1111,-76.6
1112,-80.0
1113,-80.0
1114,-80.0
1115,-55.266667
1116,-80.0
1117,-80.0
1118,-80.0
1119,-80.0
1120,-76.5
1121,-80.0
1122,-80.0
1123,-80.0
1124,-26.866667
1125,-80.0
1126,-69.5
1127,-80.0
1128,-80.0
1129,-80.0
1130,-80.0
1131,-80.0
1132,-80.0
1133,-80.0
1134,-48.866667
1135,-80.0
1136,-80.0
1137,-80.0
1138,-80.0
1139,-80.0
1140,-80.0
1141,-80.0
1142,-80.0
1143,-80.0
1144,-76.533333
1145,-80.0
1146,-80.0
1147,-80.0
1148,-76.4
1149,-80.0
